NO,개최년도,무역관,지속선정여부,전시회명(영문),전시회명(국문),전시회명(약),개최시작일자,개최종료일자,개최미정여부,모집시작일자,모집종료일자,국가,도시,개최유형,전시장,전시회 설명,전시회 특징,전시품목,개최규모,개최규모단위,산업분야,비고(전시회 신청정보),유관기관 지원 전시회 여부,s,월
418,2027,북미지역본부 워싱턴DC무역관,N,National Facility Management & Technology 2027,2027 미국 볼티모어 미건물유지보수 및 관련 기술 전시회 [NFMT],NFMT,2027-03-31,2027-04-02,N,,,미국,볼티모어,오프라인,Baltimore Convention Center,"NFMT (National Facilities Management & Technology) 샬럿 컨퍼런스는 시설 관리 전문가들을 위한 주요 박람회로, 최신 기술과 솔루션을 소개하고 업계 전문가들과의 네트워킹 기회를 제공합니다.",,"스마트 빌딩 솔루션, 에너지 관리 시스템, 보안 및 접근 제어 기술, HVAC 및 기계 시스템, 청소 및 유지보수 장비, 시설 관리 소프트웨어",280000,sqft (ft²),"유리&광학, 건축&기자재, 전력&에너지, 생활용품&가구, 환경&폐기물, 기계&장비","★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

 ",N,2027-03-31,3
481,2027,북미지역본부 워싱턴DC무역관,N,2027 Sea Air Space Exposition,2027 미국 메릴랜드 해양항공우주 전시회 [SAS],SAS,2027-04-04,2027-04-07,N,,,미국,메릴랜드,오프라인,Gaylord National Convention Center,"Sea-Air-Space Exposition는 미국 최대 규모의 해양 방위 산업 전시회로, 미 해군 및 해양 서비스의 최신 기술과 정책을 공유하는 중요한 행사입니다.",,"잠수함 및 해양 전투 시스템, 함정 및 항공기 플랫폼, 해양 무인 시스템(UxS), 사이버 보안 및 네트워크 솔루션, AI 기반 해양 탐지 및 통제 기술, 전술 통신 및 위성 기반 시스템, 군수 지원 및 유지보수 장비, 해양 정책 및 전략 관련 자료",247171,sqft (ft²),"정보통신기술(IT)&S/W, 방위산업, 조선&플랜트, 항공&우주",★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.,N,2027-04-04,4
482,2027,북미지역본부 로스앤젤레스무역관,N,National Association Broadcasters 2027,2027 미국 라스베가스 방송장비 전시회,NAB Show,2027-04-04,2027-04-07,N,,,미국,라스베가스,오프라인,Las Vegas Convention Center,ㅇ,"- NAB 는 미국에서 매년 개최되는 세계 최대 규모의 방송·미디어·콘텐츠 기술 전문 전시회로, 전 세계적으로 방송장비 분야에서 가장 영향력 있는 전시회로 평가받고 있는 방송장비 전시회 중 단연 세계 1위를 유지하고 있는 전시회.  - 과거 NAB Show는 카메라, 송출 장비, 편집 장비 등 하드웨어 중심의 성격이 강했으나, 최근에는 AI 기반 소프트웨어와 디지털 솔루션이 핵심으로 부상하고 있으며 최근 전시회에서는 AI 자막·번역, 자동화 편집, 클라우드 제작·분배 솔루션, 데이터 분석 및 IP 기반 방송 기술 등  차세대 미디어 제작 및 서비스 혁신을 주도하는 솔루션이 대거 소개되면서  NAB Show는 전통적인 방송장비 전시회의 위상을 유지하는 동시에, AI·소프트웨어 기반의 혁신 기술과 다양한 분야의 참여가 결합된 글로벌 미디어 전시회로 자리 매김. -  NAB Show는 전통적인 방송장비 기업뿐 아니라 콘텐츠 제작, 디지털 미디어, 스트리밍, 광고, 스포츠, 크리에이터 이코노미 등 다양한 분야의 기업 참여가 확대되고 있으며, 이를 통해 NAB가 단순한 장비 중심 행사가 아니라, 미디어 산업 전반을 포괄하는 종합 전시회로 진화하고 있음을 보여줌.","- AI 솔루션 : AI 기반 콘텐츠 제작, 자동화, 분석 워크플로우 전시 (예: Vizrt, Amagi, ENCO 등) - 하드웨어 인프라 : 카메라, 방송용 장비, KVM 시스템, IP 전송 장비 등 (Black Box, Net Insight 등) - 소프트웨어 솔루션 : 편집, 멀티미디어 관리 및 자동화, 자막·번역·플레이아웃 소프트웨어 - Cloud 및 Streaming : 클라우드 기반 브로드캐스트 시스템, FAST 플랫폼 지원 기술 - 제작 지원 장비 : 카메라 액세서리, 디스플레이 시스템, VFX 및 그래픽 툴 - 이 외 AI Innovation, Startup, Creator, 스포츠 콘텐츠 허브 등 테마형 공간 구성",670000,sqft (ft²),기타,,N,2027-04-04,4
505,2027,북미지역본부 실리콘밸리무역관,N,Functional Fabric Fair Spring 2027,2027 미국 포틀랜드 춘계 아웃도어스포츠 기능성 섬유 박람회,FFF (Spring/Fall),2027-04-08,2027-04-09,N,,,미국,포틀랜드,오프라인,Oregon Convention Center,"아웃도어, 라이프스타일, 액티브웨어 등 고성능 기능성 섬유 및 부자재에 특화된 북미 최고의 전문 소싱 전시회","아웃도어, 라이프스타일, 액티브웨어 등 고성능 기능성 섬유 및 부자재에 특화된 북미 최고의 전문 소싱 전시회","아웃도어스포츠 기능성 섬유, 소재, 원부자재, 액세서리",52000,sqft (ft²),기타,,N,2027-04-08,4
506,2027,북미지역본부 뉴욕무역관,N,Artexpo New York ,2027 미국 뉴욕 아트 엑스포 전시회 [Artexpo New York],Artexpo New York,2027-04-08,2027-04-11,N,,,미국,뉴욕,오프라인,Pier 36 NYC,"뉴욕에서 손꼽히는 아트 전시회로 매년 미국 뉴욕에서 개최되며 미술, 인테리어, 실내장식 및 공예품 등을 전시하며 약 20개국의 아티스트들이 참가함",,"미술, 인테리어, 예술, 실내장식, 공예품 등",150000,sqft (ft²),문화콘텐츠&미디어,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음",N,2027-04-08,4
516,2027,북미지역본부 애틀랜타무역관,N,2027 PACK EXPO Southeast ,2027 미국 애틀랜타 포장  전시회 [PACK EXPO Southeast ],PACK EXPO Southeast ,2027-04-12,2027-04-14,N,,,미국,애틀란타(GA),오프라인,Georgia World Congress Center,"식품·음료·제약·소비재 산업을 위한 포장 및 가공(Processing) 기술 전문 전시회로, 최신 자동화 설비, 로봇, 포장재, 라벨링·코딩 장비 등 포장 산업 전반의 솔루션을 소개하는 B2B 무역 전시회입니다.","식품·음료·제약·소비재 산업을 위한 포장 및 가공(Processing) 기술 전문 전시회로, 최신 자동화 설비, 로봇, 포장재, 라벨링·코딩 장비 등 포장 산업 전반의 솔루션을 소개하는 B2B 무역 전시회입니다.","최신 자동화 설비, 로봇, 포장재, 라벨링·코딩 장비 등 포장 산업 전반의 솔루션 ",110000,sqft (ft²),"전기전자&반도체, 물류&운송, 기계&장비","★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 주요 참가국 및 참가국수는 확인이 공식적으로 불가하나 전년도 전체 참가업체수는 약 504개사 이며 전체 참관객수는 약 9,500명으로 확인. ",N,2027-04-12,4
519,2027,북미지역본부 뉴욕무역관,N,Interphex ,2027 미국 뉴욕 의약품 전시회 [Interphex],Interphex 추가요망,2027-04-13,2027-04-15,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 뉴욕에서 개최되는 의약품 전시회로서 FDA 인증을 취득한 여러 우수 기업이 참가하며 국제 제약, 생명 공학, 의료기기 등 의약품에 관련된 전 라이프 사이클(Full Life-Cycle) 플레이어들이 새로운 제품 및 기술을 전시하고 정보를 교환할 수 있는 플랫폼을 제공함",,"의약품, 제약, 바이오 기술, 의료 산업 관련 상품 등",150000,sqft (ft²),"바이오, 의료&제약","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다. 



ㅇ 전년도 참가성과 추후 업데이트 예정",N,2027-04-13,4
556,2027,북미지역본부 워싱턴DC무역관,N,Awesome Con 2027,2027 미국 워싱턴 만화 전시회 [Awesome Con],Awesome Con,2027-04-23,2027-04-25,N,,,미국,워싱턴,오프라인,Walter E Washington Convention Center,"Awesome Con은 워싱턴 D.C.에서 열리는 주요 코믹 컨벤션으로, 다양한 팬 문화와 엔터테인먼트를 기념하는 행사입니다. 이 행사에는 만화, 영화, TV, 장난감, 게임 등 다양한 요소들이 포함되며, 약 60,000명의 참가자가 즐길 수 있습니다. 워싱턴 D.C.의 Walter E. Washington Convention Center에서 매년 개최되며, 가족 친화적인 분위기와 포괄적인 프로그램으로 유명합니다​",,"만화책, 영화, TV 시리즈, 장난감, 게임, 코스프레, 애니메이션 등 다양한 대중문화 관련 아이템들",2300000,sqft (ft²),문화콘텐츠&미디어,"★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.



* 현재 공개된 정보는 행사 개요와 전반적인 규모에 대한 일반적인 자료에 한정되며, 참가국 수, 구체적인 전체 참가업체 수 등 세부 통계는 제공되지 않은 상태입니다. 이에 따라 관련 성과 수치를 보고서에 기재할 수 없음을 양해 부탁드립니다.",N,2027-04-23,4
567,2027,북미지역본부 뉴욕무역관,N,PFS & Injectable Drug Devices East Coast,2027 미국 보스턴 PFS 및 주사제 기기 전시회  [PFS & Injectable Drug Devices East Coast],PFS & Injectable Drug Devices East Coast,2027-04-26,2027-04-28,N,,,미국,보스턴,오프라인,미정,"선충전(pre-filled syringe, PFS) 및 주사제(injectable drug delivery devices) 기기 설계, 제조, 조합 제품(combination products), 연결성(connectivity), 지속 가능성(sustainability) 등 최신 트렌드와 기술 혁신을 집중 조명하는 전문 컨퍼런스. 업계 리더, 기기 설계자, 제약회사, 의료기기 제조업체 등이 모여 주사제 및 PFS 제품 포트폴리오 개선, 규제 요건, 품질 제어, 사용자 경험, 자동화, 신소재, 충전 기술, 멸균, 포장, 연결성 등을 주제로 정보 공유하고 네트워킹을 함.",,"PFS 디자인 및 시스템, 주사제 전달 기기 / 조합 제품, 소재 및 포장, 연결성 & 스마트 기술 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-04-26,4
590,2027,북미지역본부 로스앤젤레스무역관,N,THE JCK LAS VEGAS SHOW 2027,2027 미국 라스베가스 보석 전시회,JCK ,2027-05,2027-05,N,,,미국,라스베가스,오프라인,The Venetian-Sands Expo Convention Center,"미국 라스베가스에서 매년 개최되는 JCK Las Vegas Jewelry Show(이하 JCK)는 북미 최대 규모이자 세계적으로 가장 권위 있는 보석 전문 전시회입니다.  1992년 첫 개최 이후 꾸준히 성장해 온 JCK는 현재 글로벌 주얼리 산업을 대표하는 핵심 행사로, 2025년 기준 약 1,800여 개 업체와 130여 개국에서 온 18,000명 이상의 업계 관계자가 참여하는 세계적 전시회입니다.  JCK는 파인 주얼리, 패션 주얼리, 다이아몬드, 유색 보석, 진주, 시계 등 다양한 완제품뿐 아니라 제작 장비, 기술, 포장 및 디스플레이 솔루션까지 산업 전반을 아우르는 품목을 전시합니다. 이러한 전시는 세분화된 구역(Neighborhood)으로 구성되어 바이어와 참가기업이 관심 분야를 효율적으로 탐색할 수 있도록 설계되어 있으며, 전시장 전체가 세계 주얼리 산업의 동향을 집약적으로 보여주는 장으로 기능하고 있습니다.  무엇보다도 가장 큰 특징은 실질적인 비즈니스 성과 창출입니다. 미국 주요 리테일러와 글로벌 바이어, 디자이너, 브랜드 관계자들이 직접 참가하여 활발한 상담을 진행하며, 현장에서 즉시 주문과 장기적 계약이 이루어지는 사례가 다수 보고되고 있습니다. 또한 북미를 비롯해 중남미, 유럽, 아시아 등 다양한 권역의 바이어가 집결함으로써 참가기업은 새로운 판로 개척과 글로벌 네트워크 확장의 기회를 확보할 수 있습니다. 또한 JCK 전시회는 산업 지식과 트렌드를 선도하는 기능도 수행합니다. 전시 기간 중 열리는 ‘JCK Talks’ 세미나에서는 디지털 전환, 지속가능성, 윤리적 공급망 등 업계 현안을 다루며, ‘트렌드 갤러리’와 ‘혁신관’에서는 향후 시장을 주도할 디자인과 신기술을 제시합니다. 아울러 JCK는 여성 디자이너 및 소수자 기업 지원, 지속가능성 확대 등 국제적 흐름을 반영하여 업계의 포용성과 책임성을 강화하고 있습니다. 아울러, 병행 개최되는 AGTA GemFair와 앤틱·빈티지 주얼리 쇼는 전문성과 차별성을 더하며, 시상식과 리셉션 등 프로그램은 참가자 간 교류를 촉진하고 브랜드 홍보에 기여하고 있습니다.  종합적으로 JCK Las Vegas는 산업 동향 파악, 바이어 발굴, 판로 개척, 네트워크 형성 등 주얼리 산업 발전에 필요한 기능을 종합적으로 제공하는 플랫폼이며, 글로벌 경쟁력 제고와 세계 시장 진출을 모색하는 기업이라면 반드시 참가해야 할 핵심 전시회입니다.","미국 라스베가스에서 매년 개최되는 JCK Las Vegas Jewelry Show(이하 JCK)는 북미 최대 규모이자 세계적으로 가장 권위 있는 보석 전문 전시회입니다.  1992년 첫 개최 이후 꾸준히 성장해 온 JCK는 현재 글로벌 주얼리 산업을 대표하는 핵심 행사로, 2025년 기준 약 1,800여 개 업체와 130여 개국에서 온 18,000명 이상의 업계 관계자가 참여하는 세계적 전시회입니다.  JCK는 파인 주얼리, 패션 주얼리, 다이아몬드, 유색 보석, 진주, 시계 등 다양한 완제품뿐 아니라 제작 장비, 기술, 포장 및 디스플레이 솔루션까지 산업 전반을 아우르는 품목을 전시합니다. 이러한 전시는 세분화된 구역(Neighborhood)으로 구성되어 바이어와 참가기업이 관심 분야를 효율적으로 탐색할 수 있도록 설계되어 있으며, 전시장 전체가 세계 주얼리 산업의 동향을 집약적으로 보여주는 장으로 기능하고 있습니다.  무엇보다도 가장 큰 특징은 실질적인 비즈니스 성과 창출입니다. 미국 주요 리테일러와 글로벌 바이어, 디자이너, 브랜드 관계자들이 직접 참가하여 활발한 상담을 진행하며, 현장에서 즉시 주문과 장기적 계약이 이루어지는 사례가 다수 보고되고 있습니다. 또한 북미를 비롯해 중남미, 유럽, 아시아 등 다양한 권역의 바이어가 집결함으로써 참가기업은 새로운 판로 개척과 글로벌 네트워크 확장의 기회를 확보할 수 있습니다. 또한 JCK 전시회는 산업 지식과 트렌드를 선도하는 기능도 수행합니다. 전시 기간 중 열리는 ‘JCK Talks’ 세미나에서는 디지털 전환, 지속가능성, 윤리적 공급망 등 업계 현안을 다루며, ‘트렌드 갤러리’와 ‘혁신관’에서는 향후 시장을 주도할 디자인과 신기술을 제시합니다. 아울러 JCK는 여성 디자이너 및 소수자 기업 지원, 지속가능성 확대 등 국제적 흐름을 반영하여 업계의 포용성과 책임성을 강화하고 있습니다. 아울러, 병행 개최되는 AGTA GemFair와 앤틱·빈티지 주얼리 쇼는 전문성과 차별성을 더하며, 시상식과 리셉션 등 프로그램은 참가자 간 교류를 촉진하고 브랜드 홍보에 기여하고 있습니다.  종합적으로 JCK Las Vegas는 산업 동향 파악, 바이어 발굴, 판로 개척, 네트워크 형성 등 주얼리 산업 발전에 필요한 기능을 종합적으로 제공하는 플랫폼이며, 글로벌 경쟁력 제고와 세계 시장 진출을 모색하는 기업이라면 반드시 참가해야 할 핵심 전시회입니다.","•  귀금속 주얼리(골드, 실버, 플래티넘) •  다이아몬드 및 진주 주얼리 •  컬러 스톤 및 반가공 원석 •  디자이너 주얼리 및 패션 주얼리 •  고급 시계 및 럭셔리 액세서리 •  주얼리 제조 장비 및 가공 기계 • 3D 프린팅·CAD 등 첨단 공정 기술",52000,sqm(㎡),뷰티&미용용품,,N,2027-05-01,5
637,2027,북미지역본부 애틀랜타무역관,N,"2027 Orlando NPE, The Plastic Show  ",2027 미국 올랜도 플라스틱 전시회 [NPE],NPE,2027-05-03,2027-05-07,N,,,미국,올랜도,오프라인,Orange County Convention Center,"NPE 2027은 전 세계 플라스틱 산업을 대표하는 가장 큰 전시회 중 하나로,  미국 플로리다 올랜도에서 개최됩니다.",세계 최대급 플라스틱 산업 행사,"플라스틱 소재, 가공 장비, 자동화 기술, 재활용·친환경 솔루션 등 플라스틱 산업 전반에 걸친 최신 기술과 제품",110000,sqm(㎡),기타,"★ 본 전시회는 주최측의 사정에 따라 개최일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

*개최국 및 외국 업체수는 공식적으로 확인 불가 단, 전년도 참가업체수는 2,200사며 전체 참관객수는 약 51,396명 으로 확인됨. ",N,2027-05-03,5
668,2027,북미지역본부 뉴욕무역관,N,VineExpo,2027 미국 와인 전시회  [VineExpo],VineExpo,2027-05-11,2027-05-12,N,,,미국,마이애미,오프라인,Miami Beach Convention Center,"Vinexpo America는 1981년 보르도 지롱드 상공 회의소가 와인 및 주류 전문가를 위해 시작한 전시회로 홍콩, 뉴욕, 파리, 도쿄 등에서 개최되며 전 세계 와인 업체와 주요 유통업체, 제조업자 및 소매업자 등 업계 전문가들이 모여 비즈니스 네트워킹과 더불어 최신 트렌드와 다양한 제품을 경험할 수 있는 와인 산업의 주요 이벤트 중 하나. 와인 시음부터 패널토론 등 다양한 프로그램을 제공함",,"와인, 와인 관련 제품 등",150000,sqft (ft²),식품&음료,"★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-05-11,5
674,2027,북미지역본부 뉴욕무역관,N,Eastec Exposition,2027 미국 보스턴 제조 전시회 [Eastec Exposition],Eastec Exposition,2027-05-11,2027-05-13,N,,,미국,보스턴,오프라인,Eastern States Exposition,미 동부 최대 제조 무역 전문 전시회로 고급 제조 장비부터 적층 제조 및 자동화와 같은 스마트 기술에 이르기까지 다양한 영역의 기술들이 전시되며 비즈니스 네트워크를 구축하고 업계 전문가로부터 최신 기술을 경험할 수 있는 기회를 제공함,,"금속 산업, 기계 산업, 로봇 기술, 공구 및 하드웨어, 측정 및 검사 장비, 3D 기술, 그래픽 등 제조업 관련 기술 및 솔루션",150000,sqft (ft²),"금속&광물, 기계&장비","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음,",N,2027-05-11,5
684,2027,북미지역본부 뉴욕무역관,N,2027 US Pharma and Biotech Summit,2027 미국 뉴욕 제약 및 바이오 서밋 전시회 [US Pharma and Biotech Summit],US Pharma and Biotech Summit,2027-05-13,2027-05-13,N,,,미국,,오프라인,미정,"미국 제약·바이오산업의 정책, 의약품 가격, 투자환경 및 기술 변화에 따른 성장 전략을 논의하는 글로벌 콘퍼런스. 제약·바이오기업 경영진, 투자자, 정책 관계자 등이 참여해 AI 기반 연구개발, 임상시험 혁신, 시장 접근성, 인수합병 및 바이오기업 자금조달 등을 공유하고 네트워킹하는 자리.",,"AI 기반 신약 연구개발, 임상시험, 의약품 가격 및 시장 접근, 바이오 투자·IPO, 인수합병, 환자 참여, 규제정책",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-05-13,5
695,2027,북미지역본부 뉴욕무역관,N,Bio IT World Conference & Expo],2027 미국 보스턴  바이오 IT 컨퍼런스 및 전시회 [Bio IT World Conference & Expo],Bio IT World Conference & Expo,2027-05-18,2027-05-20,N,,,미국,보스턴,오프라인,미정,"정밀 의학(precision medicine)을 중심으로 생명과학, 제약, 임상 연구, 헬스케어, 바이오인포매틱스, 데이터 과학/AI 기술 등이 만나는 글로벌 컨퍼런스 및 엑스포. 최신 기술 및 분석 기법이 과학 문제 해결, 신약 개발, 환자 치료 결과 개선 등에 어떻게 적용되는지를 공유하고 네트워킹, 워크숍, 발표, 전시 등이 이루어지는 자리.",,"데이터 플랫폼, 저장 인프라, AI, 임상개발 및 헬스케어 디지털화 등",150000,sqft (ft²),"의료&제약, 정보통신기술(IT)&S/W, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-05-18,5
703,2027,북미지역본부 뉴욕무역관,N,2027 MD&M East,2027 미국 동부 의료기기 전시회 [MD&M East],MD&M East,2027-05-19,2027-05-20,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"미국 동부 최대 규모의 첨단 설계·제조 산업 전시회로, 의료기기 제조, 자동화·로봇, 포장, 제품 설계 및 제조, 플라스틱, 품질관리 등 6개 산업 분야를 한자리에서 다루는 행사. 제조기업, 엔지니어, 제품개발자 및 구매 담당자가 참가해 최신 부품·소재·장비와 제조 솔루션을 소개하고 기술협력 및 공급망 구축 기회를 모색함.",,"의료기기 및 의료기기 부품, 자동화·로봇 시스템, 포장기계 및 포장재, 제품 설계·엔지니어링 솔루션, 플라스틱·폴리머 소재 및 가공기술, 3D 프린팅, 센서·전자부품, 정밀가공 장비, 시험·검사 및 품질관리 솔루션",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-05-19,5
704,2027,북미지역본부 뉴욕무역관,N,MD&M East,2027 미국 동부 의료기기 전시회 [MD&M East],MD&M East,2027-05-19,2027-05-20,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"미국 동부 지역에서 열리는 의료기기(MedTech) / 제품 설계 및 제조 / 포장 / 자동화 / 플라스틱 / 품질 관리(quality) 등 디자인-제조(full product lifecycle) 전 과정을 아우르는 대규모 박람회. 제조회사, 부품/소재 공급업체, 엔지니어, 제품 개발자, 품질·규제 담당자, 자동화 및 패키징 기술 전문가 등이 모여 최신 기술, 혁신 트렌드, 공정 개선, 지속 가능한 소재, 자동화/스마트 제조 등을 공유하고 네트워킹을 함. MD&M East와 South가 번갈아가면서 진행",,"MedTech, 의료기기 설계, 자동화 및 고급 제조, 포장, 소재, 제조 품질 및 규제 등",400000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

ㅇ 전년도 참가 성과 추후 업데이트 예정",N,2027-05-19,5
706,2027,북미지역본부 뉴욕무역관,N,EastPack,2027 미국 뉴욕 포장산업 전시회 [EASTPACK],EASTPACK,2027-05-19,2027-05-20,N,,,미국,뉴욕,오프라인,Jacob K. Javits Convention Center,"매년 미국 뉴욕에서 열리는 포장 산업 전문 전시회로 업계 전문가와 전 세계 업체들이 참가하여 최신 트렌드를 공유하며 포장 기계, 재료, 컨테이너, 디자인 및 솔루션 등 포장 산업 전반에 걸친 다양한 제품과 혁신적인 기술을 선보임",,"전시제품: 포장 기계 및 자동화 기계, 식음료 포장, 의료용품 포장, 가정용/산업용 포장, 개인위생 포장 등 포장 산업과 관련된 다양한 제품과 기술 (기계, 자재, 재료)",150000,sqft (ft²),"기계&장비, 기타","★본 전시회는 주최 측 사정에 따라 개최 일정 또는 개최 여부가 변경될 수 있으므로, 참가 및 참관 전 반드시 주최 측 또는 전시장에 사전 문의해 주시기 바랍니다. 

또한 주최 측에서는 전년도 참가 성과 관련 정보를 별도로 공개하지 않고 있음, 차년도 개최 일정 역시 현재까지 확정 및 공지되지 않은 상태입니다.",N,2027-05-19,5
714,2027,북미지역본부 뉴욕무역관,N,2027 CPHI North America,2027 미국 마이애미 의약품 제약 전시회 [CPHI North America],CPHI North America,2027-05-25,2027-05-26,N,,,미국,마이애미,오프라인,Miami Beach Convention Center,"미국 마이애미에서 열리는 제약 전문 전시회로 의료 및 제약, 포장 재료, 플랜트, 기계 및 장비, 연구 개발 기술 등과 같은 제품을 전시하며 관련 산업의 트렌드와 동향을 파악하고 업계 전문가들과 교류할 수 있는 기회를 제공함",,"제약, 의약품, 의료장비 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-05-25,5
732,2027,북미지역본부 로스앤젤레스무역관,N,Las Vegas IECSC/BE 2027,2027 미국 라스베가스 IECSC 국제 미용&스파 전시회,IECSC/BE,2027-06,2027-06,N,,,미국,라스베가스,오프라인,Las Vegas Convention Center,0,"IECSC는 Health와 Wellness를 최우선 가치로 두고 제품의 브랜드와 비즈니스 네트워크를 펼칠 수 있는 최고의 이벤트를 제공한다. 현재 북미 대륙을 포함하여 전 세계적으로 스파와 웰니스 시장은 미화 1,190억 달러 규모로 성장하였다. 그 성장세는 지속되리라 전망되고 있으며 IECSC는 그 성장세의 중심에서 기회의 장이 될 것이다. 스킨케어/에스테틱/스파 전문 전시회로 유명한 IECSC 시리즈는 뉴욕을 필두로 미국 3개 도시를 순회하고 있으며, B2B 전문 전시회인 만큼 세계 각 국의 뷰티 관련 참관객들이 주를 이루고 있다.","스파/에스테틱 관련 서비스 및 제품, 스킨케어, 메이크업, 제모, PB상품, 마사 지, 반영구 시술, 미세 박피술 및 기계, 미용 장비 및 부자재, 태닝, 팩키징 헤어, 네일, 아로마 테라피 등",76251,sqft (ft²),뷰티&미용용품,0,N,2027-06-01,6
766,2027,북미지역본부 뉴욕무역관,N,DeviceTalks Boston,2027 미국 보스턴 의료기기  전시회(Device Talks)  [DeviceTalks Boston],DeviceTalks Boston,2027-06-02,2027-06-03,N,,,미국,보스턴,오프라인,Boston Convention & Exhibition Center,"의료기기 업계의 혁신, 제품 개발, 제조, 규제, 투자, 시장 출시 등 전 과정을 아우르는 행사야. 엔지니어, 제품 개발자, 경영진, 투자자, 규제/품질 담당자 등 다양한 역할의 전문가들이 모여 의료기기 설계와 상업화의 최신 트렌드, 기술, 도전 과제, 케이스 스터디, 네트워킹 기회 등을 공유하는 자리야. 워크숍, 키노트 발표, 기술/제조/재료/규제 세션, 전시장(Expo) 등이 포함됨",,"제품 개발, 엔지니어링, 제조 공정, 자동화, 신소재, 규제 및 시장 출시, 투자 및 비즈니스 전략, 최신 기술 트렌드 등",150000,sqft (ft²),"의료&제약, 바이오","★ 본 전시회는 주최 측의 사정에 따라 개최 일자 또는 개최 여부가 변동될 수 있으므로 전시회 참가 및 참관 전 반드시 주최자 또는 전시장으로 사전문의 바랍니다.

- 추후 전년도 성과 업데이트 예정

",N,2027-06-02,6
